,beer_names,style,07-28-2022,07-29-2022,07-30-2022,07-31-2022,08-01-2022,08-02-2022
1673,A Ravenous Yearning For Lessons of Old West Coast,IPA - American,4.04,4.04,4.04,4.04,4.04,4.04
1674,Lessons of Solitude,Stout - Coffee,,,,,,
1675,All You've Found at the Apex of Insanity,IPA - American,4.15,4.15,4.15,4.15,4.15,4.15
1676,An Odyssey In Continuity Nonetheless,Stout - Imperial / Double,4.39,4.39,4.39,4.39,4.39,4.39
1677,Thresher,Farmhouse Ale - Other,3.81,3.81,3.81,3.81,3.81,3.81
1678,Show A Little Faith,IPA - Triple,4.28,4.28,4.28,4.28,4.28,4.28
1679,A Harbinger of Societal Doom,IPA - American,3.96,3.96,3.96,3.96,3.96,3.96
1680,In the Wake of Destruction,Sour - Fruited,4.12,4.12,4.12,4.12,4.12,4.12
1681,Harvest Jam 2021,Pale Ale - American,,,,,,
1682,And Now At the Moment of Our End,IPA - Triple,4.37,4.37,4.37,4.37,4.37,4.37
1683,In the Midst of Cruel Abandon,IPA - Imperial / Double,4.31,4.31,4.31,4.31,4.31,4.31
1684,Mystic Caravan,IPA - American,3.94,3.94,3.94,3.94,3.94,3.94
1685,The World the Mortals Returned,Stout - Imperial / Double,4.38,4.38,4.38,4.38,4.38,4.38
1686,A Place of Calm Abiding,Stout - Imperial / Double,4.31,4.31,4.31,4.31,4.31,4.31
1687,The Space Where the Supernatural Roam,Stout - Imperial / Double,4.44,4.44,4.44,4.44,4.44,4.44
1688,Too Much To Bear,Strong Ale - Other,4.25,4.25,4.25,4.25,4.25,4.25
1689,A Moderation that was Within Reach,Sour - Fruited,4.18,4.18,4.18,4.18,4.18,4.18
1690,Cosmic Dust (2021),Sour - Other,,,,,,
1691,Without Which I Would Never Be,Sour - Other,3.97,3.97,3.97,3.97,3.97,3.97
1692,Hurricane IPA Slushie,IPA - American,,,,,,
1693,Instructions for the Underworld,IPA - American,4.11,4.11,4.11,4.11,4.11,4.11
1694,Preternatural Deviance,IPA - Triple,4.37,4.37,4.37,4.37,4.37,4.37
1695,When Destiny Fails And We All Disappear,IPA - Imperial / Double,4.31,4.31,4.31,4.31,4.31,4.31
1696,The Farewell To Foes We Neversaid,Stout - Imperial / Double,4.34,4.34,4.34,4.34,4.34,4.34
1697,"Before Us, Above Us, Within Us",Farmhouse Ale - Saison,3.91,3.91,3.91,3.91,3.91,3.91
1698,The Separation of Light And Darkness With Peaches And Nectarines (2021 Harvest),Sour - Fruited,4.1,4.1,4.1,4.1,4.1,4.1
1699,Ladybirds And the Bees (2021),Sour - Other,,,,,,
1700,We Were Lost On Our Way Home,IPA - Imperial / Double,4.01,4.01,4.01,4.01,4.01,4.01
1701,Things We See in Our Heads Are Realities Nevertheless,Stout - Imperial / Double,4.27,4.27,4.27,4.27,4.27,4.27
1702,Deliverance From the Other Side,Bock - Hell / Maibock / Lentebock,3.96,3.96,3.96,3.96,3.96,3.96
1703,In the Fog,Cider - Dry,3.8,3.8,3.8,3.8,3.8,3.8
1704,Isolated In Digital Blatherings,IPA - American,4.13,4.13,4.13,4.13,4.13,4.13
1705,A Disorientation Along the Path To Nowhere,Stout - Imperial / Double,4.43,4.43,4.43,4.43,4.43,4.42
1706,Flying Lizard,Sour - Fruited,,,,,,
1707,We All Shall Stray From This Ordained Path,Sour - Fruited,3.94,3.94,3.94,3.94,3.94,3.94
1708,False Fruit,Sour - Fruited,,,,,,
1709,In Between Dystopia And Desire,IPA - Triple,4.43,4.43,4.43,4.43,4.43,4.43
1710,The Depiction of A Comfort Neverknown,Stout - Imperial / Double,4.32,4.32,4.32,4.32,4.32,4.32
1711,To Ascend Into the Abstract,IPA - Imperial / Double,4.33,4.33,4.33,4.33,4.33,4.33
1712,Forborne Desires of the Malignant,Farmhouse Ale - Saison,3.94,3.94,3.94,3.94,3.94,3.94
1713,Back From the Bends,IPA - Triple,4.32,4.32,4.32,4.32,4.32,4.32
1714,The Second Congregation of the Extraterrestrial Occult,IPA - American,4.2,4.2,4.2,4.2,4.2,4.2
1715,For It Inspires Revelatory Journeys To No Place,Stout - Imperial / Double,4.34,4.34,4.34,4.33,4.33,4.33
1716,The Prolific Expanse of Descriptive Nomenclature,IPA - American,4.03,4.03,4.03,4.03,4.03,4.03
1717,Careless Indulgence,Lager - Dark,3.98,3.98,3.98,3.98,3.98,3.98
1718,The Deception of Innocence,IPA - Imperial / Double,4.3,4.3,4.3,4.3,4.3,4.3
1719,Ultralight,Lager - Helles,3.95,3.95,3.95,3.95,3.95,3.95
1720,The Slaughter of the Pure,IPA - American,3.85,3.85,3.85,3.85,3.85,3.85
1721,Morphic Resonance of Human Frequencies,IPA - Imperial / Double,4.28,4.28,4.28,4.28,4.28,4.28
1722,Intrinsic Dialogue of Mortal Wavelengths,IPA - Triple,4.36,4.36,4.36,4.36,4.36,4.36
1723,Whatever You Must,Sour - Other,3.94,3.94,3.94,3.94,3.94,3.94
1724,Meditative Variations On the Sanctum of the Unholy,Stout - Imperial / Double,4.42,4.42,4.42,4.42,4.42,4.42
1725,"Utah, Get Me Two",Lager - Helles,,,,,,
1726,Plague of Ends,IPA - American,4.13,4.13,4.13,4.13,4.13,4.13
1727,An Adoration of the Unnatural,Stout - Imperial / Double,4.34,4.34,4.34,4.34,4.34,4.34
1728,Frozen Relics of A Moving World,Farmhouse Ale - Saison,3.95,3.95,3.95,3.95,3.95,3.95
1729,Standing In A Shaft of Light,IPA - Sour,3.72,3.72,3.72,3.72,3.72,3.72
1730,That Which Induces Boundless Experience,IPA - American,4.18,4.18,4.18,4.18,4.18,4.18
1731,May We Walk in Their Shadows Forever,IPA - Imperial / Double,4.37,4.37,4.37,4.37,4.37,4.37
1732,The Abominable Damnation of Creatures Nevertold,Stout - Imperial / Double,4.46,4.46,4.46,4.46,4.46,4.46
1733,Iridescent Illusions in a Microcosm,IPA - American,3.96,3.96,3.96,3.96,3.96,3.96
1734,I Once Left My Mind In A Bed-Stuy Juice Bar,IPA - Triple New England / Hazy,4.41,4.41,4.41,4.41,4.41,4.41
1735,I Used To,IPA - Imperial / Double,4.29,4.29,4.29,4.29,4.29,4.29
1736,There Is Only Perception Where Fact Once Laid,IPA - American,4.09,4.09,4.09,4.09,4.09,4.09
1737,Where Everything Was Perfect in the Pits of Aimless Dissatisfaction,Stout - Imperial / Double,4.42,4.42,4.42,4.42,4.42,4.42
1738,Amendment of Carnivorous Habits,Pilsner - Other,3.82,3.82,3.82,3.82,3.82,3.82
1739,Dusk,Lager - Dark,4.06,4.06,4.06,4.06,4.06,4.06
1740,The Continual Spectrum of Human Introspection,IPA - Triple New England / Hazy,4.41,4.41,4.41,4.41,4.41,4.41
1741,Gang of Blades (2022 And Beyond),IPA - Imperial / Double,4.22,4.22,4.22,4.22,4.22,4.22
1742,What You Were Given And What You Found Along the Way,Stout - Imperial / Double,4.4,4.4,4.4,4.4,4.4,4.4
1743,Terrestrial Requiem,Porter - American,3.76,3.76,3.76,3.76,3.76,3.76
1744,For All We Were Meant To Be,IPA - American,4.09,4.09,4.09,4.09,4.09,4.09
1745,Shaped By the Inevitable Sands of Time,Cider - Dry,,,,,,
1746,Shaped By the Inevitable Passing of Time,Cider - Dry,,,,,,
1747,All We Want Is Everything,IPA - Imperial / Double New England / Hazy,4.29,4.29,4.29,4.29,4.29,4.29
1748,All We Become Is Just Dirt In the Ground,IPA - Imperial / Double,4.34,4.34,4.34,4.34,4.34,4.34
1749,Extra,Pilsner - Other,3.94,3.94,3.94,3.94,3.94,3.94
1750,The Gospel Remains Unattainable,Stout - Imperial / Double,4.41,4.41,4.41,4.41,4.41,4.41
1751,Heretical Ascendency,Lager - Helles,3.73,3.73,3.73,3.73,3.73,3.73
1752,Here Comes Your Ghost Again,Sour - Other,3.99,3.99,3.99,3.97,3.97,3.97
1753,Above the Threshold of Hell,IPA - American,4.2,4.2,4.2,4.2,4.2,4.2
1754,This Existential Residue Has Transformed Into Absolutely Nothing,Stout - Imperial / Double,4.46,4.46,4.46,4.46,4.46,4.46
1755,The Mechanistic Unraveling of Circadian Rhythms,IPA - Imperial / Double,4.31,4.31,4.31,4.31,4.31,4.31
1756,Vehement Antipathy For the Unrealistic,Stout - Imperial / Double,4.42,4.42,4.42,4.42,4.42,4.42
1757,Entombed In Collapsing Consciousness,Porter - Other,,,,,,
1758,The Vessels That Lifted Us To the Afterworld,Lager - Dark,4.06,4.06,4.06,4.06,4.06,4.06
1759,Adrift Within A Boundless Blaze,Sour - Berliner Weisse,3.84,3.84,3.84,3.84,3.84,3.84
1760,Enlightened Aren't We All,IPA - American,4.14,4.14,4.14,4.14,4.14,4.15
1761,The End Comes Before the Beginning,Porter - Other,3.97,3.97,3.97,3.97,3.97,3.97
1762,Abstract Opulence: Illusion 1,Cream Ale,4.17,4.17,4.17,4.17,4.17,4.17
1763,The Elasticity of Self,Farmhouse Ale - Saison,3.74,3.74,3.74,3.74,3.74,3.74
1764,Black Rye Lager,Lager - Dark,,,,,,
1765,I Knew You Before You Even Existed,IPA - Imperial / Double,4.33,4.33,4.33,4.33,4.33,4.33
1766,Fade,Lager - Dark,3.95,3.95,3.95,3.95,3.95,3.95
1767,Downtown Rulers,IPA - American,3.96,3.96,3.96,3.96,3.96,3.96
1768,Until Madness Subsides We Remain Neverstill,Stout - Imperial / Double,4.46,4.46,4.46,4.46,4.46,4.46
1769,Illuminated Curiosities,IPA - New England / Hazy,,,,,,
1770,Unrealistic Zombie,Sour - Other,,,,,,
1771,Lost In the Vapors,IPA - American,4.16,4.16,4.16,4.16,4.16,4.16
1772,A Pontificating Diatribe of Nonsequitur,Stout - Imperial / Double,4.48,4.48,4.48,4.48,4.48,4.48
1773,A Vulgar Mutilation of Truth,IPA - American,4.15,4.15,4.15,4.15,4.15,4.15
1774,Blackberry Farm,Farmhouse Ale - Saison,,,,,,
1775,Abstract Opulence: Illusion 2,Cream Ale,4.14,4.14,4.14,4.14,4.14,4.14
1776,A Portal Through the Continuum of Nonexistence,Stout - Imperial / Double,4.46,4.46,4.46,4.46,4.46,4.46
1777,The Cruel Specter of Uncertainty,Stout - Irish Dry,3.83,3.83,3.83,3.83,3.83,3.83
1778,Never Try to Look Away From the Light,IPA - American,3.84,3.84,3.84,3.84,3.84,3.84
1779,A Guide To Safely Stewarding the Contents of One’s Consciousness,IPA - Imperial / Double New England / Hazy,4.34,4.34,4.34,4.34,4.34,4.34
1780,We Are Here Forever Saison,Farmhouse Ale - Saison,3.95,3.95,3.95,3.95,3.95,3.95
1781,The Unfathomable Duality of Being,Lager - Dark,4.02,4.02,4.02,4.02,4.02,4.02
1782,Just To Be Disoriented and Staring Into Middle Distance,IPA - American,4.18,4.18,4.18,4.18,4.18,4.18
1783,Not All the Spoils Are Rancid Uselessness,Stout - Imperial / Double,4.47,4.47,4.47,4.46,4.46,4.46
1784,Extra Dry-Hopped American Pilsner,Pilsner - Other,,,,,,
1785,8th Nail,Sour - Other,,,,,,
1786,For We Shall Wander this Road to Oblivion,IPA - Triple New England / Hazy,4.44,4.44,4.44,4.44,4.44,4.44
1787,Fall of the Rebel Angels (2022 Release),Sour - Fruited,4.01,4.01,4.01,4.01,4.01,4.01
1788,A Postulation On Precarious Thought And Transient Delusion,IPA - Imperial / Double,4.33,4.33,4.33,4.33,4.33,4.33
1789,Abstract Opulence: Illusion 3,Cream Ale,4.05,4.05,4.05,4.05,4.05,4.05
1790,Necessity For Transformation,IPA - American,4.17,4.17,4.17,4.17,4.17,4.17
1791,Never Forgotten Triumphs,IPA - American,3.96,3.96,3.96,3.96,3.96,3.96
1792,Billhook Dry-Hopped Saison (2022),Farmhouse Ale - Saison,3.69,3.69,3.69,3.69,3.69,3.69
1793,Pina Colada IPA,IPA - American,,,,,,
1794,Because There Will Always Be Something More,IPA - American,4.18,4.18,4.18,4.18,4.18,4.18
1795,Augment the Illusion,Cider - Other Fruit,3.67,3.67,3.67,3.67,3.67,3.67
1796,A Fully Experienced Sense of Being,IPA - Triple New England / Hazy,4.29,4.29,4.29,4.29,4.29,4.29
1797,It Was Too Late To Quantify the Dangers of Imaginative Misrepresentation,Stout - Imperial / Double,4.42,4.42,4.42,4.42,4.42,4.42
1798,Since We All Return To Dirt,Sour - Fruited,4.03,4.03,4.03,4.03,4.03,4.03
1799,Amalgamated Impulses At the Temple of Thought,IPA - Imperial / Double New England / Hazy,4.38,4.38,4.38,4.38,4.38,4.38
1800,Walking Through the Abyss Into Nonsequitur,Stout - Imperial / Double,4.5,4.5,4.5,4.5,4.5,4.5
1801,Cosmic Integration,IPA - American,3.97,3.97,3.97,3.97,3.97,3.97
1802,The Prayer Biere De Abricot,Fruit Beer,,,,,,
1803,Curious Interactions With Cognitive Dissonance,IPA - American,4.19,4.19,4.19,4.19,4.19,4.19
1804,Sharp,Bock - Hell / Maibock / Lentebock,3.94,3.94,3.94,3.94,3.94,3.94
1805,Whale Watching: Part of A Complete Breakfast,Stout - Imperial / Double Pastry,,,,,,
1806,The Third Fellowship of the Extraterrestrial Occult,IPA - American,4.21,4.21,4.21,4.21,4.21,4.21
1807,Skillet Cakes,Stout - Coffee,4.3,4.3,4.3,4.3,4.3,4.3
1808,Seasoned Skillet (2022),Stout - Imperial / Double,4.4,4.4,4.4,4.4,4.4,4.4
1809,An Actuality Rife With Frequent Unavailability,Farmhouse Ale - Saison,3.88,3.88,3.88,3.89,3.89,3.89
1810,Should You Ever Awaken From This Impossible Illusion,Pale Ale - American,4.13,4.13,4.13,4.13,4.13,4.13
1811,Only Then Shall You Truly Exhibit the Symptom of Death,IPA - Imperial / Double,4.37,4.37,4.37,4.37,4.37,4.37
1812,The Pattern of Devastation We Became,IPA - American,3.96,3.96,3.96,3.96,3.96,3.96
1813,The Ostensible Realities of Fanatical Unforgiveness,Stout - Imperial / Double,4.46,4.46,4.46,4.46,4.46,4.46
1814,Garden of Earthly Delights VIII (2022),Farmhouse Ale - Saison,4.06,4.06,4.07,4.08,4.08,4.08
1815,Phantoms of Self,IPA - American,4.07,4.07,4.08,4.08,4.08,4.08
1816,Dissolution of the Ego,IPA - Imperial / Double,4.16,4.16,4.16,4.16,4.16,4.16
1817,Abstract Opulence: Illusion 4,Cream Ale,4.03,4.03,4.03,4.03,4.03,4.03
1818,In the Absence of Forbidden Magic,IPA - American,3.89,3.89,3.9,3.9,3.9,3.9
1819,Za'atar Skillet,Stout - Coffee,4.08,4.08,4.08,4.08,4.08,4.08
1820,Hazelnut French Toast Skillet,Stout - Coffee,3.93,3.93,3.93,3.93,3.93,3.93
1821,Chai Skillet,Stout - Coffee,3.9,3.9,3.9,3.9,3.9,3.9
1822,Jelly Chocolate Donut Skillet,Stout - Coffee,3.93,3.93,3.93,3.93,3.93,3.93
1823,A Remedy For Utmost Dissatisfaction,Farmhouse Ale - Saison,,,,,,
1824,The Clandestine Quest of Wayward Creatures,IPA - American,4.04,4.04,4.04,4.04,4.04,4.04
1825,Formed By Involuntary Responses To Experiential Stimuli,IPA - Imperial / Double New England / Hazy,4.3,4.3,4.3,4.3,4.3,4.3
1826,The Incongruence Between What We Know And What We Pretend To Be,IPA - Triple,4.31,4.31,4.31,4.31,4.31,4.31
1827,Perspectives From the Ninth Sense,Pilsner - Other,3.91,3.91,3.91,3.91,3.91,3.91
1828,Unavoidable Narrative,Pilsner - Czech,4.1,4.1,4.1,4.1,4.1,4.1
1829,This Legacy Is An Obstruction To Unbridled Curiosity,Stout - Imperial / Double,4.41,4.41,4.41,4.41,4.41,4.41
1830,Ninth Passing,Stout - Imperial / Double,4.47,4.47,4.47,4.47,4.47,4.47
1831,Anno Domini MMXXII,Stout - Imperial / Double,4.28,4.28,4.28,4.27,4.27,4.28
1832,Fall of the Damned (2022 Release),Sour - Fruited,4.13,4.13,4.13,4.12,4.12,4.12
1833,A Memoir of Truly Surreal Times,IPA - American,4.14,4.14,4.14,4.14,4.14,4.14
1834,The Wretched Exile of the Unrepentant,Stout - Imperial / Double,4.45,4.45,4.45,4.45,4.45,4.44
1835,Unrealistic Appraisals of Character,Sour - Other,4.02,4.02,4.02,4.02,4.02,4.02
1836,Hope Is As Hollow As Fear,IPA - Triple New England / Hazy,4.38,4.38,4.38,4.38,4.38,4.38
1837,All You Know For Certain Is That You Know Absolutely Nothing At All,Stout - Imperial / Double,4.39,4.39,4.39,4.38,4.38,4.38
1838,An Imperceptible Everything,Farmhouse Ale - Saison,3.91,3.91,3.91,3.91,3.91,3.91
1839,Mojito Seltzer,Hard Seltzer,,,,,,
1840,At the Mercy of Our Manifestations,IPA - Imperial / Double,4.27,4.27,4.27,4.26,4.26,4.26
1841,Billows Dry-Hopped Kolsch (2022),Kölsch,4.02,4.02,4.01,4.0,4.0,3.99
1842,Portal Near the Bounds of Nonexistence,Stout - Imperial / Double,4.5,4.5,4.5,4.5,4.5,4.5
1843,A Functional Assessment of Mortality,IPA - American,4.02,4.02,4.02,3.99,3.99,3.99
1844,We Are All Just One Step Away,IPA - Imperial / Double,4.32,4.32,4.32,4.33,4.33,4.33
1845,What if There’s Another World,IPA - American,4.04,4.04,4.06,4.05,4.05,4.04
1846,In Different Spaces And In the Same,IPA - Imperial / Double,4.12,4.12,4.13,4.12,4.12,4.12
1847,Permeate the Mind,Cider - Perry,,,,,,
1848,A Collection of Idiocy From A Top Notch Moron,IPA - Imperial / Double,,,,,,
1849,Treading Onward Towards Oblivion,IPA - Imperial / Double,,,,,,
1850,Provincial Illusions of Antiquity,IPA - American,,,,,,
1851,Tonin' the Destroyer,IPA - American,4.24,4.24,4.22,4.12,4.12,4.13
1852,Please Rescue Me From My Own Ignorant Barrage of Nonsequitur,Stout - Imperial / Double,4.45,4.45,4.52,4.38,4.38,4.38
1853,Burial the Legacy Is An Obstruction To Unbridled Curiosity,Stout - Imperial / Double,,,,,,
1854,Founded By Involuntary Response To Experimental Stimuli,IPA - Imperial / Double,,,,,,
